"Event ID","Report Number","Officer Badge ID","Officer Dispatched DateTime","Officer Cleared DateTime","Street","City","State","Zip Code","Call Type","Clearance Code","Category"
"2400095159","","7491      ","2024-11-10 20:34:19","2024-11-10 20:44:06","411 EASTERN AVE","ROCKY MOUNT","NC","","UNWANTED PARTY / TRESPASSING","C   ","UNWANTED PARTY / TRESPASSING"
"2400095160","","7975      ","2024-11-10 20:34:07","2024-11-10 20:37:35","1705 SUNSET AVE/LAKE RD","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095161","","7854      ","2024-11-10 20:37:42","2024-11-10 20:43:08","101 N WINSTEAD AVE/SUNSET AVE","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095162","","6502      ","2024-11-10 21:00:06","2024-11-10 21:08:00","1261 COBB CORNERS DR","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095162","","7470      ","2024-11-10 21:00:06","2024-11-10 21:08:00","1261 COBB CORNERS DR","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095163","","8090      ","2024-11-10 21:06:49","2024-11-10 21:20:12","2460 CURTIS ELLIS DR","ROCKY MOUNT","NC","","COURT PAPER SERVICE","C   ","COURT PAPER SERVICE"
"2400095165","","8307      ","2024-11-10 21:14:17","2024-11-10 21:19:41","2770 N WESLEYAN BLVD","ROCKY MOUNT","NC","","BUSINESS WATCH","C   ","BUSINESS WATCH"
"2400095166","2024007963","6502      ","2024-11-10 21:16:39","2024-11-10 21:42:18","1511 BENVENUE RD","ROCKY MOUNT","NC","","LARCENY IN PROGRESS / JO","A   ","LARCENY IN PROGRESS / JO"
"2400095166","2024007963","7470      ","2024-11-10 21:16:39","2024-11-10 21:42:18","1511 BENVENUE RD","ROCKY MOUNT","NC","","LARCENY IN PROGRESS / JO","A   ","LARCENY IN PROGRESS / JO"
"2400095166","2024007963","8416      ","2024-11-10 21:16:39","2024-11-10 21:36:13","1511 BENVENUE RD","ROCKY MOUNT","NC","","LARCENY IN PROGRESS / JO","A   ","LARCENY IN PROGRESS / JO"
"2400095166","2024007963","8500      ","2024-11-10 21:19:12","2024-11-10 21:21:40","1511 BENVENUE RD","ROCKY MOUNT","NC","","LARCENY IN PROGRESS / JO","A   ","LARCENY IN PROGRESS / JO"
"2400095166","2024007963","7468      ","2024-11-10 21:19:12","2024-11-10 21:21:40","1511 BENVENUE RD","ROCKY MOUNT","NC","","LARCENY IN PROGRESS / JO","A   ","LARCENY IN PROGRESS / JO"
"2400095167","","8272      ","2024-11-10 21:21:27","2024-11-10 21:42:07","1103 WESTFIELD CT","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095167","","8090      ","2024-11-10 21:21:30","2024-11-10 21:31:32","1103 WESTFIELD CT","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095168","","8307      ","2024-11-10 21:20:05","2024-11-10 21:25:35","3700-BLK N WESLEYAN BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095169","","6242      ","2024-11-10 21:30:28","2024-11-10 21:55:15","157 N OLD CARRIAGE RD","ROCKY MOUNT","NC","","TRESPASSING   S129","G   ","TRESPASSING   S129"
"2400095169","","8130      ","2024-11-10 21:30:28","2024-11-10 21:48:08","157 N OLD CARRIAGE RD","ROCKY MOUNT","NC","","TRESPASSING   S129","G   ","TRESPASSING   S129"
"2400095170","","8307      ","2024-11-10 21:30:02","2024-11-10 21:44:28","7100-BLK NC4","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095171","","7819      ","2024-11-10 21:36:21","2024-11-10 21:41:52","340 EASTERN AVE","ROCKY MOUNT","NC","","MENTAL","C   ","MENTAL"
"2400095171","","7491      ","2024-11-10 21:36:20","2024-11-10 22:08:10","340 EASTERN AVE","ROCKY MOUNT","NC","","MENTAL","C   ","MENTAL"
"2400095171","","8497      ","2024-11-10 21:36:21","2024-11-10 21:41:52","340 EASTERN AVE","ROCKY MOUNT","NC","","MENTAL","C   ","MENTAL"
"2400095172","","8090      ","2024-11-10 21:37:52","2024-11-10 22:10:47","227 UNION ST","ROCKY MOUNT","NC","","UNWANTED PARTY / TRESPASSING","D   ","UNWANTED PARTY / TRESPASSING"
"2400095172","","8416      ","2024-11-10 21:37:54","2024-11-10 22:11:13","227 UNION ST","ROCKY MOUNT","NC","","UNWANTED PARTY / TRESPASSING","D   ","UNWANTED PARTY / TRESPASSING"
"2400095174","","6864      ","2024-11-10 21:41:47","2024-11-11 00:39:00","330 S CHURCH ST","ROCKY MOUNT","NC","","REQUEST CALLBACK","C   ","REQUEST CALLBACK"
"2400095175","","7854      ","2024-11-10 21:40:05","2024-11-10 21:45:59","523 E GRAND AVE/MYRTLE AVE","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095176","","7819      ","2024-11-10 21:43:36","2024-11-10 21:52:37","429 SUNSET AVE/N PEARL ST","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095176","","8497      ","2024-11-10 21:43:36","2024-11-10 21:52:37","429 SUNSET AVE/N PEARL ST","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095177","","8307      ","2024-11-10 21:44:42","2024-11-10 22:03:24","7200-BLK NC4","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095180","","8307      ","2024-11-10 21:54:42","2024-11-10 22:02:48","99 ELY DR","ROCKY MOUNT","NC","","NOISE ORDINANCE","G   ","NOISE ORDINANCE"
"2400095180","","6502      ","2024-11-10 21:54:40","2024-11-10 22:09:39","99 ELY DR","ROCKY MOUNT","NC","","NOISE ORDINANCE","G   ","NOISE ORDINANCE"
"2400095180","","7470      ","2024-11-10 21:54:40","2024-11-10 22:09:39","99 ELY DR","ROCKY MOUNT","NC","","NOISE ORDINANCE","G   ","NOISE ORDINANCE"
"2400095183","","7468      ","2024-11-10 22:06:57","2024-11-10 22:10:05","413 N MERCER ST","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095183","","8500      ","2024-11-10 22:06:57","2024-11-10 22:10:05","413 N MERCER ST","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095183","","6242      ","2024-11-10 22:04:50","2024-11-10 22:20:57","413 N MERCER ST","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095183","","7491      ","2024-11-10 22:09:16","2024-11-10 22:21:02","413 N MERCER ST","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095183","","7819      ","2024-11-10 22:04:50","2024-11-10 22:09:53","413 N MERCER ST","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095183","","8497      ","2024-11-10 22:04:50","2024-11-10 22:09:53","413 N MERCER ST","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","C   ","SUSPICIOUS EVENT / PACKAGE"
"2400095184","","8307      ","2024-11-10 22:07:23","2024-11-10 22:10:03","2550 BENVENUE RD","ROCKY MOUNT","NC","","BUSINESS WATCH","C   ","BUSINESS WATCH"
"2400095185","","8307      ","2024-11-10 22:10:22","2024-11-10 22:23:00","1550 BENVENUE RD","ROCKY MOUNT","NC","","BUSINESS WATCH","C   ","BUSINESS WATCH"
"2400095186","","6502      ","2024-11-10 22:19:33","2024-11-10 22:35:00","1320 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095186","","7470      ","2024-11-10 22:19:33","2024-11-10 22:35:00","1320 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095187","2024007964","6242      ","2024-11-10 22:22:00","2024-11-10 22:23:10","109 BILTMORE PL","ROCKY MOUNT","NC","","DOMESTIC VIOLENCE","A   ","DOMESTIC VIOLENCE"
"2400095187","2024007964","8307      ","2024-11-10 22:23:03","2024-11-10 23:58:20","109 BILTMORE PL","ROCKY MOUNT","NC","","DOMESTIC VIOLENCE","A   ","DOMESTIC VIOLENCE"
"2400095187","2024007964","8416      ","2024-11-10 22:22:00","2024-11-10 23:16:29","109 BILTMORE PL","ROCKY MOUNT","NC","","DOMESTIC VIOLENCE","A   ","DOMESTIC VIOLENCE"
"2400095188","","8090      ","2024-11-10 23:05:09","2024-11-10 23:15:20","1428 FOXHALL DR","ROCKY MOUNT","NC","","SUSPICIOUS EVENT / PACKAGE","E   ","SUSPICIOUS EVENT / PACKAGE"
"2400095189","","7819      ","2024-11-10 22:24:30","2024-11-10 22:35:09","2104 W RALEIGH BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095189","","8497      ","2024-11-10 22:24:30","2024-11-10 22:35:09","2104 W RALEIGH BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095190","","7819      ","2024-11-10 22:27:00","2024-11-10 22:42:47","2599 W RALEIGH BLVD/KINCHEN DR","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095190","","8497      ","2024-11-10 22:27:00","2024-11-10 22:42:47","2599 W RALEIGH BLVD/KINCHEN DR","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095191","","6242      ","2024-11-10 22:27:59","2024-11-10 22:44:34","1838 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095192","","8090      ","2024-11-10 22:34:02","2024-11-10 22:58:18","7023 NC4","BATTLEBORO","NC","","UNWANTED PARTY / TRESPASSING","G   ","UNWANTED PARTY / TRESPASSING"
"2400095192","","6502      ","2024-11-10 22:33:58","2024-11-10 23:16:49","7023 NC4","BATTLEBORO","NC","","UNWANTED PARTY / TRESPASSING","G   ","UNWANTED PARTY / TRESPASSING"
"2400095192","","7470      ","2024-11-10 22:33:58","2024-11-10 23:16:49","7023 NC4","BATTLEBORO","NC","","UNWANTED PARTY / TRESPASSING","G   ","UNWANTED PARTY / TRESPASSING"
"2400095193","","7819      ","2024-11-10 22:43:52","2024-11-10 22:44:03","2431 W RALEIGH BLVD","ROCKY MOUNT","NC","","TRAFFIC STOP","C   ","TRAFFIC STOP"
"2400095193","","8497      ","2024-11-10 22:43:52","2024-11-10 22:44:03","2431 W RALEIGH BLVD","ROCKY MOUNT","NC","","TRAFFIC STOP","C   ","TRAFFIC STOP"
"2400095194","","7819      ","2024-11-10 22:44:37","2024-11-11 02:01:57","2431 W RALEIGH BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095194","","8497      ","2024-11-10 22:44:37","2024-11-11 02:01:57","2431 W RALEIGH BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095195","","8130      ","2024-11-10 23:02:16","2024-11-11 02:02:04","276 HENRY ST","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095196","","7819      ","2024-11-10 23:03:21","2024-11-10 23:07:24","2799 W RALEIGH BLVD/S WESLEYAN BLVD RAMP","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095196","","8272      ","2024-11-10 23:03:15","2024-11-10 23:07:02","2799 W RALEIGH BLVD/S WESLEYAN BLVD RAMP","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095196","","8497      ","2024-11-10 23:03:21","2024-11-10 23:07:24","2799 W RALEIGH BLVD/S WESLEYAN BLVD RAMP","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095197","","7468      ","2024-11-10 23:04:49","2024-11-10 23:27:43","699 HARBOUR WEST DR/S WESLEYAN BLVD","ROCKY MOUNT","NC","","TRAFFIC STOP","B   ","TRAFFIC STOP"
"2400095197","","8500      ","2024-11-10 23:04:49","2024-11-10 23:27:43","699 HARBOUR WEST DR/S WESLEYAN BLVD","ROCKY MOUNT","NC","","TRAFFIC STOP","B   ","TRAFFIC STOP"
"2400095198","","8272      ","2024-11-10 23:08:41","2024-11-10 23:12:01","12651 E NC 97/E GYPSY TRL","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095199","","8416      ","2024-11-10 23:27:46","2024-11-11 00:15:26","1446 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095200","","6502      ","2024-11-10 23:29:47","2024-11-10 23:58:29","1320 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095200","","7470      ","2024-11-10 23:29:47","2024-11-10 23:58:29","1320 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095201","","8090      ","2024-11-10 23:29:51","2024-11-11 00:05:50","GATEWAY HOTELS","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095203","","6242      ","2024-11-10 23:41:08","2024-11-10 23:51:00","107 E GRAND AVE","ROCKY MOUNT","NC","","SUSPICIOUS PERSON","C   ","SUSPICIOUS PERSON"
"2400095203","","7468      ","2024-11-10 23:40:23","2024-11-10 23:41:14","107 E GRAND AVE","ROCKY MOUNT","NC","","SUSPICIOUS PERSON","C   ","SUSPICIOUS PERSON"
"2400095203","","7491      ","2024-11-10 23:40:23","2024-11-10 23:50:55","107 E GRAND AVE","ROCKY MOUNT","NC","","SUSPICIOUS PERSON","C   ","SUSPICIOUS PERSON"
"2400095203","","8500      ","2024-11-10 23:40:23","2024-11-10 23:41:14","107 E GRAND AVE","ROCKY MOUNT","NC","","SUSPICIOUS PERSON","C   ","SUSPICIOUS PERSON"
"2400095205","","7468      ","2024-11-10 23:52:09","2024-11-10 23:53:22","1350 W RALEIGH BLVD","ROCKY MOUNT","NC","","DISORDERLIES / IN PROGRESS/ JO","H   ","DISORDERLIES / IN PROGRESS/ JO"
"2400095205","","8500      ","2024-11-10 23:52:09","2024-11-10 23:53:22","1350 W RALEIGH BLVD","ROCKY MOUNT","NC","","DISORDERLIES / IN PROGRESS/ JO","H   ","DISORDERLIES / IN PROGRESS/ JO"
"2400095205","","7819      ","2024-11-10 23:53:00","2024-11-11 00:07:12","1350 W RALEIGH BLVD","ROCKY MOUNT","NC","","DISORDERLIES / IN PROGRESS/ JO","H   ","DISORDERLIES / IN PROGRESS/ JO"
"2400095205","","8272      ","2024-11-10 23:52:09","2024-11-11 00:06:23","1350 W RALEIGH BLVD","ROCKY MOUNT","NC","","DISORDERLIES / IN PROGRESS/ JO","H   ","DISORDERLIES / IN PROGRESS/ JO"
"2400095205","","8497      ","2024-11-10 23:53:00","2024-11-11 00:07:12","1350 W RALEIGH BLVD","ROCKY MOUNT","NC","","DISORDERLIES / IN PROGRESS/ JO","H   ","DISORDERLIES / IN PROGRESS/ JO"
"2400095206","","8130      ","2024-11-11 00:01:33","2024-11-11 00:09:17","312 CLAYTON ST","ROCKY MOUNT","NC","","POLICE SERVICE","C   ","POLICE SERVICE"
"2400095208","","8500      ","2024-11-11 00:07:11","2024-11-11 00:11:56","150 PARRISH CT","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095208","","7468      ","2024-11-11 00:07:11","2024-11-11 00:11:56","150 PARRISH CT","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095209","","8090      ","2024-11-11 00:18:19","2024-11-11 00:46:30","137 BRIDGEPORT CT","ROCKY MOUNT","NC","","MISSING / FOUND PERSON","C   ","MISSING / FOUND PERSON"
"2400095210","","8416      ","2024-11-11 00:23:00","2024-11-11 00:40:45","1646 THOMAS A BETTS PKWY","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095211","","7468      ","2024-11-11 00:23:01","2024-11-11 00:33:31","1167 W RALEIGH BLVD/EDWARDS ST","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095211","","8500      ","2024-11-11 00:23:01","2024-11-11 00:33:31","1167 W RALEIGH BLVD/EDWARDS ST","ROCKY MOUNT","NC","","TRAFFIC STOP","W   ","TRAFFIC STOP"
"2400095213","","5215      ","2024-11-11 00:32:58","2024-11-11 00:52:23","WAWA","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095214","2024007965","7819      ","2024-11-11 00:37:17","2024-11-11 01:37:58","1367 W RALEIGH BLVD","ROCKY MOUNT","NC","","WARRANT SERVICE","A   ","WARRANT SERVICE"
"2400095214","2024007965","8497      ","2024-11-11 00:37:17","2024-11-11 01:37:58","1367 W RALEIGH BLVD","ROCKY MOUNT","NC","","WARRANT SERVICE","A   ","WARRANT SERVICE"
"2400095214","2024007965","7468      ","2024-11-11 00:37:12","2024-11-11 04:05:42","1367 W RALEIGH BLVD","ROCKY MOUNT","NC","","WARRANT SERVICE","A   ","WARRANT SERVICE"
"2400095214","2024007965","8500      ","2024-11-11 00:37:12","2024-11-11 04:05:42","1367 W RALEIGH BLVD","ROCKY MOUNT","NC","","WARRANT SERVICE","A   ","WARRANT SERVICE"
"2400095216","","8307      ","2024-11-11 00:49:02","2024-11-11 02:02:11","1585 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095217","","6502      ","2024-11-11 00:54:46","2024-11-11 00:58:14","7048 NC4","BATTLEBORO","NC","","UNWANTED PARTY / TRESPASSING","C   ","UNWANTED PARTY / TRESPASSING"
"2400095217","","7470      ","2024-11-11 00:54:46","2024-11-11 00:58:14","7048 NC4","BATTLEBORO","NC","","UNWANTED PARTY / TRESPASSING","C   ","UNWANTED PARTY / TRESPASSING"
"2400095217","","8307      ","2024-11-11 00:54:55","2024-11-11 02:23:10","7048 NC4","BATTLEBORO","NC","","UNWANTED PARTY / TRESPASSING","C   ","UNWANTED PARTY / TRESPASSING"
"2400095217","","8416      ","2024-11-11 00:54:46","2024-11-11 02:23:38","7048 NC4","BATTLEBORO","NC","","UNWANTED PARTY / TRESPASSING","C   ","UNWANTED PARTY / TRESPASSING"
"2400095218","","7819      ","2024-11-11 01:44:56","2024-11-11 02:29:33","1810 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095218","","8497      ","2024-11-11 01:44:56","2024-11-11 02:29:33","1810 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095218","","7491      ","2024-11-11 01:47:00","2024-11-11 02:18:46","1810 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095218","","8130      ","2024-11-11 01:08:40","2024-11-11 02:15:27","1810 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095221","","6242      ","2024-11-11 01:14:53","2024-11-11 01:32:08","937 PLANTERS ST","ROCKY MOUNT","NC","","911 HANGUP / UNKNOWN","C   ","911 HANGUP / UNKNOWN"
"2400095221","","7491      ","2024-11-11 01:14:53","2024-11-11 01:32:09","937 PLANTERS ST","ROCKY MOUNT","NC","","911 HANGUP / UNKNOWN","C   ","911 HANGUP / UNKNOWN"
"2400095222","","6242      ","2024-11-11 01:32:20","2024-11-11 02:17:19","1800 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095222","","8090      ","2024-11-11 01:33:14","2024-11-11 02:16:10","1800 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095222","","8272      ","2024-11-11 01:20:30","2024-11-11 02:29:25","1800 STONE ROSE DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095223","","7491      ","2024-11-11 01:28:57","2024-11-11 01:46:53","330 S CHURCH ST","ROCKY MOUNT","NC","","ASSIST EMS","C   ","ASSIST EMS"
"2400095228","","8130      ","2024-11-11 02:27:38","2024-11-11 05:16:46","694 W RALEIGH BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095229","","8307      ","2024-11-11 02:33:30","2024-11-11 02:51:09","1800-BLK N WESLEYAN BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095230","","7819      ","2024-11-11 02:35:59","2024-11-11 02:45:14","735 HARBOUR WEST DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095230","","8272      ","2024-11-11 02:36:19","2024-11-11 05:16:59","735 HARBOUR WEST DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095230","","8497      ","2024-11-11 02:35:59","2024-11-11 02:45:14","735 HARBOUR WEST DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095231","","7819      ","2024-11-11 02:45:14","2024-11-11 04:14:10","227 UNION ST","ROCKY MOUNT","NC","","WARRANT SERVICE","H   ","WARRANT SERVICE"
"2400095231","","8272      ","2024-11-11 02:46:54","2024-11-11 03:25:29","227 UNION ST","ROCKY MOUNT","NC","","WARRANT SERVICE","H   ","WARRANT SERVICE"
"2400095231","","8497      ","2024-11-11 02:45:14","2024-11-11 04:14:10","227 UNION ST","ROCKY MOUNT","NC","","WARRANT SERVICE","H   ","WARRANT SERVICE"
"2400095231","","8130      ","2024-11-11 02:45:07","2024-11-11 03:09:57","227 UNION ST","ROCKY MOUNT","NC","","WARRANT SERVICE","H   ","WARRANT SERVICE"
"2400095232","","6242      ","2024-11-11 02:48:30","2024-11-11 02:55:33","1829 VERNON RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095233","","6502      ","2024-11-11 02:49:41","2024-11-11 03:14:37","1450 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095233","","7470      ","2024-11-11 02:49:41","2024-11-11 03:14:37","1450 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095233","","8307      ","2024-11-11 02:54:40","2024-11-11 03:17:33","1450 BENVENUE RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095234","","7491      ","2024-11-11 02:51:30","2024-11-11 05:54:32","MEADOWBROOK AREA","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095235","","6242      ","2024-11-11 02:58:46","2024-11-11 04:33:09","199 W GRAND AVE/N CHURCH ST","ROCKY MOUNT","NC","","WARRANT SERVICE","B   ","WARRANT SERVICE"
"2400095238","","8130      ","2024-11-11 03:13:45","2024-11-11 03:28:15","1569 S GRACE ST","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095239","","8416      ","2024-11-11 03:19:15","2024-11-11 03:52:11","2112 N WESLEYAN BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095241","","8307      ","2024-11-11 03:25:53","2024-11-11 03:44:09","1400-BLK CRUSENBERRY RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095242","","8272      ","2024-11-11 03:35:08","2024-11-11 04:18:15","934 PETER ST","ROCKY MOUNT","NC","","DOMESTIC DISTURBANCE","C   ","DOMESTIC DISTURBANCE"
"2400095242","","7468      ","2024-11-11 04:13:29","2024-11-11 04:17:26","934 PETER ST","ROCKY MOUNT","NC","","DOMESTIC DISTURBANCE","C   ","DOMESTIC DISTURBANCE"
"2400095242","","8130      ","2024-11-11 03:35:08","2024-11-11 04:19:18","934 PETER ST","ROCKY MOUNT","NC","","DOMESTIC DISTURBANCE","C   ","DOMESTIC DISTURBANCE"
"2400095242","","8500      ","2024-11-11 04:13:29","2024-11-11 04:17:26","934 PETER ST","ROCKY MOUNT","NC","","DOMESTIC DISTURBANCE","C   ","DOMESTIC DISTURBANCE"
"2400095244","","8307      ","2024-11-11 04:01:02","2024-11-11 04:19:41","3000-BLK N CHURCH ST","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095245","","8416      ","2024-11-11 04:14:18","2024-11-11 05:39:50","861 COUNTRY CLUB RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095246","","8130      ","2024-11-11 04:21:20","2024-11-11 05:51:39","886 W RALEIGH BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095247","","8307      ","2024-11-11 04:23:50","2024-11-11 04:39:42","2800-BLK AVALON RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095249","","8090      ","2024-11-11 04:24:30","2024-11-11 04:33:32","1284 PARHAM ST","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095250","","6242      ","2024-11-11 04:27:59","2024-11-11 04:32:00","US64E N OLD CARRIAGE RD RAMP/N OLD CARRIAGE RD","NASHVILLE","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095251","","6502      ","2024-11-11 04:32:41","2024-11-11 05:06:13","800 BLK TIFFANY BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095251","","7470      ","2024-11-11 04:32:41","2024-11-11 05:06:13","800 BLK TIFFANY BLVD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095252","","8307      ","2024-11-11 04:45:56","2024-11-11 05:05:01","1400-BLK CRUSENBERRY RD","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095254","","8500      ","2024-11-11 05:03:15","2024-11-11 05:28:07","684 N WESLEYAN BLVD","ROCKY MOUNT","NC","","TRAFFIC STOP","B   ","TRAFFIC STOP"
"2400095254","","7468      ","2024-11-11 05:03:15","2024-11-11 05:28:07","684 N WESLEYAN BLVD","ROCKY MOUNT","NC","","TRAFFIC STOP","B   ","TRAFFIC STOP"
"2400095255","","6502      ","2024-11-11 05:06:59","2024-11-11 05:20:33","237 E BATTLEBORO AVE","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095255","","7470      ","2024-11-11 05:06:59","2024-11-11 05:20:33","237 E BATTLEBORO AVE","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
"2400095256","","8272      ","2024-11-11 05:07:13","2024-11-11 05:09:39","770 N WESLEYAN BLVD","ROCKY MOUNT","NC","","TRAFFIC STOP","G   ","TRAFFIC STOP"
"2400095257","","8307      ","2024-11-11 05:09:34","2024-11-11 05:27:06","1200-BLK COBB CORNERS DR","ROCKY MOUNT","NC","","DIRECTED PATROL","C   ","DIRECTED PATROL"
